animal	group	WkPost-TX	feature	value	name	tissue	timepoint	newname	parameter	unit
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2279	Wk-5 Post-ATI PBMC CD3p CD4p TCM  BCL2 GAG	PBMC	Week -5 Post-ATI	CD3p CD4p TCM  BCL2 GAG	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	MFI
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_CD39p_GAG	3.88	Wk-5 Post-ATI PBMC CD3p CD4p TCM CD39p GAG	PBMC	Week -5 Post-ATI	CD3p CD4p TCM CD39p GAG	PBMC_CD3p_CD4p_TCM_CD39p_GAG	%
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TEM_ID2p_GAG	17.3	Wk-5 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week -5 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_CD39p_UNS	2.97	Wk-5 Post-ATI PBMC CD3p CD4p CD39p UNS	PBMC	Week -5 Post-ATI	CD3p CD4p CD39p UNS	PBMC_CD3p_CD4p_CD39p_UNS	%
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.3	Wk-5 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week -5 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2810	Wk-5 Post-ATI PBMC CD3p CD4p TCM  BCL2 UNS	PBMC	Week -5 Post-ATI	CD3p CD4p TCM  BCL2 UNS	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_TCM_CD69p_UNS	5.03	Wk-5 Post-ATI PBMC CD3p CD8p TCM CD69p UNS	PBMC	Week -5 Post-ATI	CD3p CD8p TCM CD69p UNS	PBMC_CD3p_CD8p_TCM_CD69p_UNS	%
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_CD39p_GAG_UNS	0.8148148148148148	Wk-5 Post-ATI PBMC CD3p CD4p CD39p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p CD39p GAG UNS	PBMC_CD3p_CD4p_CD39p_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.3278688524590165	Wk-5 Post-ATI PBMC CD3p CD4p CD69p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p CD69p GAG UNS	PBMC_CD3p_CD4p_CD69p_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.7178988326848249	Wk-5 Post-ATI PBMC CD3p CD4p KI67p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p KI67p GAG UNS	PBMC_CD3p_CD4p_KI67p_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.4879227053140098	Wk-5 Post-ATI PBMC CD3p CD4p TCM CD69p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p TCM CD69p GAG UNS	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.4403669724770642	Wk-5 Post-ATI PBMC CD3p CD8p IFNGp GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD8p IFNGp GAG UNS	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.0057471264367817	Wk-5 Post-ATI PBMC CD3p CD8p TBETp GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD8p TBETp GAG UNS	PBMC_CD3p_CD8p_TBETp_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_TNFAp_GAG_UNS	0.7999999999999999	Wk-5 Post-ATI PBMC CD3p CD8p TNFAp GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD8p TNFAp GAG UNS	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	FC
RRh17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_KI67p	0.88	Wk-5 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week -5 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RRh17	aIL10+aPD1	7	wk7_MSD_Cluster_1	-0.485089743346886	Wk-5 Post-ATI MSD Cluster 1	LN	Week -5 Post-ATI	 MSD Cluster 1	MSD_Cluster_1	centroid score
RRh17	aIL10+aPD1	7	wk7_MSD_Cluster_2	0.50564340007065	Wk-5 Post-ATI MSD Cluster 2	LN	Week -5 Post-ATI	 MSD Cluster 2	MSD_Cluster_2	centroid score
RRh17	aIL10+aPD1	7	wk7_MSD_Cluster_3	-0.388659603225771	Wk-5 Post-ATI MSD Cluster 3	LN	Week -5 Post-ATI	 MSD Cluster 3	MSD_Cluster_3	centroid score
RYm17	aIL10+aPD1	7	wk7_IL10	0.441083627637304	Wk-5 Post-ATI IL10	LN	Week -5 Post-ATI	 IL10	IL10	pg/ml
RYm17	aIL10+aPD1	7	wk7_IL4	0.142228128013139	Wk-5 Post-ATI IL4	LN	Week -5 Post-ATI	 IL4	IL4	pg/ml
RYm17	aIL10+aPD1	7	wk7_MIP3b	67.3156474094166	Wk-5 Post-ATI MIP3b	LN	Week -5 Post-ATI	 MIP3b	MIP3b	pg/ml
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TCM_IFNGp_GAG	1.52	Wk-5 Post-ATI LN CD3p CD4p TCM IFNGp GAG	LN	Week -5 Post-ATI	CD3p CD4p TCM IFNGp GAG	LN_CD3p_CD4p_TCM_IFNGp_GAG	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2253	Wk-5 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week -5 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TNFAp_GAG	0.16	Wk-5 Post-ATI LN CD3p CD4p TNFAp GAG	LN	Week -5 Post-ATI	CD3p CD4p TNFAp GAG	LN_CD3p_CD4p_TNFAp_GAG	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_GRZBp_GAG	6.04	Wk-5 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week -5 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_IFNGp_GAG	1.42	Wk-5 Post-ATI LN CD3p CD8p TCM IFNGp GAG	LN	Week -5 Post-ATI	CD3p CD8p TCM IFNGp GAG	LN_CD3p_CD8p_TCM_IFNGp_GAG	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TEM_CD39p_GAG	10.5	Wk-5 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week -5 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	59.9	Wk-5 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week -5 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_MFI_BCL2_UNS	2160	Wk-5 Post-ATI LN CD3p CD4p  BCL2 UNS	LN	Week -5 Post-ATI	CD3p CD4p  BCL2 UNS	LN_CD3p_CD4p_MFI_BCL2_UNS	MFI
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2219	Wk-5 Post-ATI LN CD3p CD4p TCM  BCL2 UNS	LN	Week -5 Post-ATI	CD3p CD4p TCM  BCL2 UNS	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_MFI_TCF1_UNS	9642	Wk-5 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week -5 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_KI67p_UNS	13.8	Wk-5 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week -5 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_GRZBp_UNS	8.27	Wk-5 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_KI67p_UNS	15.7	Wk-5 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_SLAMF6p_UNS	3.68	Wk-5 Post-ATI LN CD3p CD8p TCM SLAMF6p UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM SLAMF6p UNS	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_IFNGp_GAG_UNS	1.4181818181818182	Wk-5 Post-ATI LN CD3p CD4p IFNGp GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p IFNGp GAG UNS	LN_CD3p_CD4p_IFNGp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_IL2p_GAG_UNS	0.9893617021276597	Wk-5 Post-ATI LN CD3p CD4p IL2p GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p IL2p GAG UNS	LN_CD3p_CD4p_IL2p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.5670103092783505	Wk-5 Post-ATI LN CD3p CD4p TCM IFNGp GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p TCM IFNGp GAG UNS	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TNFAp_GAG_UNS	1.4545454545454546	Wk-5 Post-ATI LN CD3p CD4p TNFAp GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p TNFAp GAG UNS	LN_CD3p_CD4p_TNFAp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.032710280373832	Wk-5 Post-ATI LN CD3p CD8p CX3CR1p GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p CX3CR1p GAG UNS	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_IFNGp_GAG_UNS	0.7499999999999999	Wk-5 Post-ATI LN CD3p CD8p IFNGp GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p IFNGp GAG UNS	LN_CD3p_CD8p_IFNGp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	0.9933184855233853	Wk-5 Post-ATI LN CD3p CD8p TCM CX3CR1p GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM CX3CR1p GAG UNS	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9708265802269043	Wk-5 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_KI67p	2.75	Wk-5 Post-ATI LN CD3p CD4p KI67p	LN	Week -5 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TEM	0.1	Wk-5 Post-ATI LN CD3p CD4p TEM	LN	Week -5 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_CD25p	5.25	Wk-5 Post-ATI LN CD3p CD8p CD25p	LN	Week -5 Post-ATI	CD3p CD8p CD25p	LN_CD3p_CD8p_CD25p	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_KI67p	4.68	Wk-5 Post-ATI LN CD3p CD8p KI67p	LN	Week -5 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
RYm17	aIL10+aPD1	7	wk7_LN_CD3p_CD4_CD95pCD28nTEM	0.4	Wk-5 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week -5 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.038	Wk-5 Post-ATI PBMC CD3p CD4p Naive TNFAp GAG	PBMC	Week -5 Post-ATI	CD3p CD4p Naive TNFAp GAG	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	1991	Wk-5 Post-ATI PBMC CD3p CD4p TCM  BCL2 GAG	PBMC	Week -5 Post-ATI	CD3p CD4p TCM  BCL2 GAG	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	MFI
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_CD39p_GAG	3.94	Wk-5 Post-ATI PBMC CD3p CD4p TCM CD39p GAG	PBMC	Week -5 Post-ATI	CD3p CD4p TCM CD39p GAG	PBMC_CD3p_CD4p_TCM_CD39p_GAG	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TEM_ID2p_GAG	47	Wk-5 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week -5 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_CD39p_UNS	2.38	Wk-5 Post-ATI PBMC CD3p CD4p CD39p UNS	PBMC	Week -5 Post-ATI	CD3p CD4p CD39p UNS	PBMC_CD3p_CD4p_CD39p_UNS	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_Naive_KI67p_UNS	1.81	Wk-5 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week -5 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2457	Wk-5 Post-ATI PBMC CD3p CD4p TCM  BCL2 UNS	PBMC	Week -5 Post-ATI	CD3p CD4p TCM  BCL2 UNS	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_TCM_CD69p_UNS	3.07	Wk-5 Post-ATI PBMC CD3p CD8p TCM CD69p UNS	PBMC	Week -5 Post-ATI	CD3p CD8p TCM CD69p UNS	PBMC_CD3p_CD8p_TCM_CD69p_UNS	%
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.277310924369748	Wk-5 Post-ATI PBMC CD3p CD4p CD39p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p CD39p GAG UNS	PBMC_CD3p_CD4p_CD39p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_CD69p_GAG_UNS	0.7837837837837837	Wk-5 Post-ATI PBMC CD3p CD4p CD69p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p CD69p GAG UNS	PBMC_CD3p_CD4p_CD69p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.5716486902927581	Wk-5 Post-ATI PBMC CD3p CD4p KI67p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p KI67p GAG UNS	PBMC_CD3p_CD4p_KI67p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	0.8895348837209303	Wk-5 Post-ATI PBMC CD3p CD4p TCM CD69p GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD4p TCM CD69p GAG UNS	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_IFNGp_GAG_UNS	0.7287066246056783	Wk-5 Post-ATI PBMC CD3p CD8p IFNGp GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD8p IFNGp GAG UNS	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_TBETp_GAG_UNS	0.8325581395348837	Wk-5 Post-ATI PBMC CD3p CD8p TBETp GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD8p TBETp GAG UNS	PBMC_CD3p_CD8p_TBETp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_TNFAp_GAG_UNS	1.1538461538461537	Wk-5 Post-ATI PBMC CD3p CD8p TNFAp GAG UNS	PBMC	Week -5 Post-ATI	CD3p CD8p TNFAp GAG UNS	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	FC
RYm17	aIL10+aPD1	7	wk7_PBMC_CD3p_CD8p_KI67p	2.52	Wk-5 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week -5 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RYm17	aIL10+aPD1	7	wk7_MSD_Cluster_1	-0.241059350743368	Wk-5 Post-ATI MSD Cluster 1	LN	Week -5 Post-ATI	 MSD Cluster 1	MSD_Cluster_1	centroid score
RYm17	aIL10+aPD1	7	wk7_MSD_Cluster_2	-0.489361309591885	Wk-5 Post-ATI MSD Cluster 2	LN	Week -5 Post-ATI	 MSD Cluster 2	MSD_Cluster_2	centroid score
RYm17	aIL10+aPD1	7	wk7_MSD_Cluster_3	0.13542059413933	Wk-5 Post-ATI MSD Cluster 3	LN	Week -5 Post-ATI	 MSD Cluster 3	MSD_Cluster_3	centroid score
34918	aIL10+aPD1	7	wk7_IL10	0.491456186166577	Wk-5 Post-ATI IL10	LN	Week -5 Post-ATI	 IL10	IL10	pg/ml
34918	aIL10+aPD1	7	wk7_IL4	0.156646861666589	Wk-5 Post-ATI IL4	LN	Week -5 Post-ATI	 IL4	IL4	pg/ml
34918	aIL10+aPD1	7	wk7_MIP3b	59.1979325639686	Wk-5 Post-ATI MIP3b	LN	Week -5 Post-ATI	 MIP3b	MIP3b	pg/ml
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TCM_IFNGp_GAG	0.7	Wk-5 Post-ATI LN CD3p CD4p TCM IFNGp GAG	LN	Week -5 Post-ATI	CD3p CD4p TCM IFNGp GAG	LN_CD3p_CD4p_TCM_IFNGp_GAG	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2568	Wk-5 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week -5 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TNFAp_GAG	0.14	Wk-5 Post-ATI LN CD3p CD4p TNFAp GAG	LN	Week -5 Post-ATI	CD3p CD4p TNFAp GAG	LN_CD3p_CD4p_TNFAp_GAG	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_GRZBp_GAG	1.92	Wk-5 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week -5 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_IFNGp_GAG	1.42	Wk-5 Post-ATI LN CD3p CD8p TCM IFNGp GAG	LN	Week -5 Post-ATI	CD3p CD8p TCM IFNGp GAG	LN_CD3p_CD8p_TCM_IFNGp_GAG	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TEM_CD39p_GAG	8.06	Wk-5 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week -5 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	66.8	Wk-5 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week -5 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_MFI_BCL2_UNS	2037	Wk-5 Post-ATI LN CD3p CD4p  BCL2 UNS	LN	Week -5 Post-ATI	CD3p CD4p  BCL2 UNS	LN_CD3p_CD4p_MFI_BCL2_UNS	MFI
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2382	Wk-5 Post-ATI LN CD3p CD4p TCM  BCL2 UNS	LN	Week -5 Post-ATI	CD3p CD4p TCM  BCL2 UNS	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_MFI_TCF1_UNS	9685	Wk-5 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week -5 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_KI67p_UNS	4.72	Wk-5 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week -5 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_GRZBp_UNS	2.79	Wk-5 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_KI67p_UNS	8.36	Wk-5 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_SLAMF6p_UNS	0.88	Wk-5 Post-ATI LN CD3p CD8p TCM SLAMF6p UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM SLAMF6p UNS	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_IFNGp_GAG_UNS	0.5535714285714285	Wk-5 Post-ATI LN CD3p CD4p IFNGp GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p IFNGp GAG UNS	LN_CD3p_CD4p_IFNGp_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_IL2p_GAG_UNS	0.625	Wk-5 Post-ATI LN CD3p CD4p IL2p GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p IL2p GAG UNS	LN_CD3p_CD4p_IL2p_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	0.5882352941176471	Wk-5 Post-ATI LN CD3p CD4p TCM IFNGp GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p TCM IFNGp GAG UNS	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TNFAp_GAG_UNS	0.823529411764706	Wk-5 Post-ATI LN CD3p CD4p TNFAp GAG UNS	LN	Week -5 Post-ATI	CD3p CD4p TNFAp GAG UNS	LN_CD3p_CD4p_TNFAp_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.330935251798561	Wk-5 Post-ATI LN CD3p CD8p CX3CR1p GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p CX3CR1p GAG UNS	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_IFNGp_GAG_UNS	0.961038961038961	Wk-5 Post-ATI LN CD3p CD8p IFNGp GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p IFNGp GAG UNS	LN_CD3p_CD8p_IFNGp_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.289738430583501	Wk-5 Post-ATI LN CD3p CD8p TCM CX3CR1p GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p TCM CX3CR1p GAG UNS	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.243947858472998	Wk-5 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week -5 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	FC
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_KI67p	1.94	Wk-5 Post-ATI LN CD3p CD4p KI67p	LN	Week -5 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4p_TEM	0.028	Wk-5 Post-ATI LN CD3p CD4p TEM	LN	Week -5 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_CD25p	4.8	Wk-5 Post-ATI LN CD3p CD8p CD25p	LN	Week -5 Post-ATI	CD3p CD8p CD25p	LN_CD3p_CD8p_CD25p	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD8p_KI67p	2.49	Wk-5 Post-ATI LN CD3p CD8p KI67p	LN	Week -5 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
34918	aIL10+aPD1	7	wk7_LN_CD3p_CD4_CD95pCD28nTEM	0.9	Wk-5 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week -5 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
