animal	group	WkPost-TX	feature	value	name	tissue	timepoint	newname	parameter	unit
RVz16	Control	36	wk36_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2025	Wk24 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week 24 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
RVz16	Control	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	57.4	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
RVz16	Control	36	wk36_LN_CD3p_CD8p_MFI_TCF1_UNS	9555	Wk24 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week 24 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
RVz16	Control	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9125596184419714	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	%
RVz16	Control	36	wk36_LN_CD3p_CD4p_KI67p	1.82	Wk24 Post-ATI LN CD3p CD4p KI67p	LN	Week 24 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
RVz16	Control	36	wk36_LN_CD3p_CD4p_TEM	0.14	Wk24 Post-ATI LN CD3p CD4p TEM	LN	Week 24 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
RVz16	Control	36	wk36_LN_CD3p_CD8p_KI67p	2.36	Wk24 Post-ATI LN CD3p CD8p KI67p	LN	Week 24 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
RVz16	Control	36	wk36_PBMC_CD3p_CD4p_TEM_ID2p_GAG	34.9	Wk24 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
RVz16	Control	36	wk36_PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.53	Wk24 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
RVz16	Control	36	wk36_PBMC_CD3p_CD4p_KI67p_GAG_UNS	1.028523489932886	Wk24 Post-ATI PBMC CD3p CD4p KI67p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p KI67p GAG UNS	PBMC_CD3p_CD4p_KI67p_GAG_UNS	%
RZg17	Control	36	wk36_LOG_SIVRNA_LN_per10^6correctedCD4Live	4.267463612601045	Wk24 Post-ATI LOG SIVRNA LN per10^6correctedCD4Live	LN	Week 24 Post-ATI	LOG SIVRNAper10^6correctedCD4Live	LOG_SIVRNA_LN_per10^6correctedCD4Live	NA
RZg17	Control	36	wk36_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2080	Wk24 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week 24 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
RZg17	Control	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	57.2	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
RZg17	Control	36	wk36_LN_CD3p_CD8p_MFI_TCF1_UNS	8600	Wk24 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week 24 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
RZg17	Control	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9744463373083476	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	%
RZg17	Control	36	wk36_LN_CD3p_CD4p_KI67p	4.78	Wk24 Post-ATI LN CD3p CD4p KI67p	LN	Week 24 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
RZg17	Control	36	wk36_LN_CD3p_CD4p_TEM	0.37	Wk24 Post-ATI LN CD3p CD4p TEM	LN	Week 24 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
RZg17	Control	36	wk36_LN_CD3p_CD8p_KI67p	5.85	Wk24 Post-ATI LN CD3p CD8p KI67p	LN	Week 24 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
RZg17	Control	36	wk36_PBMC_CD3p_CD4p_TEM_ID2p_GAG	15.5	Wk24 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
RZg17	Control	36	wk36_PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.25	Wk24 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
RZg17	Control	36	wk36_PBMC_CD3p_CD4p_KI67p_GAG_UNS	1.2089285714285714	Wk24 Post-ATI PBMC CD3p CD4p KI67p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p KI67p GAG UNS	PBMC_CD3p_CD4p_KI67p_GAG_UNS	%
34897	aIL10	12	wk12_LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2015	Wk0 Post-ATI LN CD3p CD4p notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p notToxpIRF4p  BCL2	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	MFI
34897	aIL10	12	wk12_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2286	Wk0 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
34897	aIL10	12	wk12_LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	2.54	Wk0 Post-ATI LN CD3p CD4p TCM IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD4p TCM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	%
34897	aIL10	12	wk12_LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	129	Wk0 Post-ATI LN CD3p CD8p TOXpIRF4p  KI67	LN	Week 0 Post-ATI	CD3p CD8p TOXpIRF4p  KI67	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	MFI
34897	aIL10	12	wk12_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2509	Wk0 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
34897	aIL10	12	wk12_PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	2.25	Wk0 Post-ATI PBMC CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC	Week 0 Post-ATI	CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	%
34897	aIL10	12	wk12_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3138	Wk0 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	MFI
34897	aIL10	12	wk12_PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	82.2	Wk0 Post-ATI PBMC CD3p CD8p TCF1nCD101n  KI67	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1nCD101n  KI67	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	55.2	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p  IRF4	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p  IRF4	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	234	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p  ID2	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	46.2	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	242	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  ID2	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	1121	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  CD101	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  CD101	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	570	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  BCL2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  BCL2	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	417	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	293	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
34897	aIL10	21	wk21_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	191	Wk9 Post-ATI LN CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	MFI
34897	aIL10	21	wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	10459	Wk9 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  TCF1	LN	Week 9 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TCF1	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	MFI
34897	aIL10	21	wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1150	Wk9 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 9 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
34897	aIL10	21	wk21_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	16.1	Wk9 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXp	LN	Week 9 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	%
34897	aIL10	21	wk21_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	715	Wk9 Post-ATI LN CD3p CD4p TOXpIRF4p  CD101	LN	Week 9 Post-ATI	CD3p CD4p TOXpIRF4p  CD101	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	MFI
34897	aIL10	21	wk21_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	70.8	Wk9 Post-ATI PBMC CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC	Week 9 Post-ATI	CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	MFI
34897	aIL10	21	wk21_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	233	Wk9 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
34897	aIL10	21	wk21_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	28.5	Wk9 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC	Week 9 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	769	Wk24 Post-ATI LN CD3p CD4p TCF1p GRZBp  GRZB	LN	Week 24 Post-ATI	CD3p CD4p TCF1p GRZBp  GRZB	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	MFI
34897	aIL10	36	wk36_LN_CD3p_CD8p_TCF1pCD101n	39	Wk24 Post-ATI LN CD3p CD8p TCF1pCD101n	LN	Week 24 Post-ATI	CD3p CD8p TCF1pCD101n	LN_CD3p_CD8p_TCF1pCD101n	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_TCF1nCD101n	42.9	Wk24 Post-ATI LN CD3p CD8p TCF1nCD101n	LN	Week 24 Post-ATI	CD3p CD8p TCF1nCD101n	LN_CD3p_CD8p_TCF1nCD101n	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_TCFn	50	Wk24 Post-ATI LN CD3p CD8p TCFn	LN	Week 24 Post-ATI	CD3p CD8p TCFn	LN_CD3p_CD8p_TCFn	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	-7.7	Wk24 Post-ATI LN CD3p CD4p Naive notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p Naive notToxpIRF4p  CD101	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	MFI
34897	aIL10	36	wk36_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	65.5	Wk24 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TCM notToxpIRF4p  CD101	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	MFI
34897	aIL10	36	wk36_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	335	Wk24 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	-8.98	Wk24 Post-ATI LN CD3p CD4p TEM notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TEM notToxpIRF4p  CD101	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	MFI
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM_TCF1p	32.6	Wk24 Post-ATI LN CD3p CD4p TEM TCF1p	LN	Week 24 Post-ATI	CD3p CD4p TEM TCF1p	LN_CD3p_CD4p_TEM_TCF1p	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM_TCF1n	67.4	Wk24 Post-ATI LN CD3p CD4p TEM TCF1n	LN	Week 24 Post-ATI	CD3p CD4p TEM TCF1n	LN_CD3p_CD4p_TEM_TCF1n	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	4.24	Wk24 Post-ATI LN CD3p CD4p TEM IRF4pTCF1pTOXn	LN	Week 24 Post-ATI	CD3p CD4p TEM IRF4pTCF1pTOXn	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	39.5	Wk24 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXn	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	6.42	Wk24 Post-ATI LN CD3p CD8p Naive notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD8p Naive notToxpIRF4p  CD101	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	MFI
34897	aIL10	36	wk36_LN_CD3p_CD8p_Naive_TCF1p	75.2	Wk24 Post-ATI LN CD3p CD8p Naive TCF1p	LN	Week 24 Post-ATI	CD3p CD8p Naive TCF1p	LN_CD3p_CD8p_Naive_TCF1p	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_Naive_TCF1n	24.8	Wk24 Post-ATI LN CD3p CD8p Naive TCF1n	LN	Week 24 Post-ATI	CD3p CD8p Naive TCF1n	LN_CD3p_CD8p_Naive_TCF1n	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	5.42	Wk24 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXp	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	19.1	Wk24 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXn	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	3448	Wk24 Post-ATI LN CD3p CD8p notToxpIRF4p  TCF1	LN	Week 24 Post-ATI	CD3p CD8p notToxpIRF4p  TCF1	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	MFI
34897	aIL10	36	wk36_LN_CD3p_CD8p_TCF1p	55.1	Wk24 Post-ATI LN CD3p CD8p TCF1p	LN	Week 24 Post-ATI	CD3p CD8p TCF1p	LN_CD3p_CD8p_TCF1p	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	20	Wk24 Post-ATI LN CD3p CD8p TEM IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p TEM IRF4nTCF1nTOXp	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_IRF4nTCF1pTOXn	29	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1pTOXn	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1pTOXn	LN_CD3p_CD8p_IRF4nTCF1pTOXn	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXp	12.9	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1nTOXp	LN_CD3p_CD8p_IRF4nTCF1nTOXp	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXn	29.8	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1nTOXn	LN_CD3p_CD8p_IRF4nTCF1nTOXn	%
34897	aIL10	36	wk36_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	419	Wk24 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD4p TCM notToxpIRF4p  TBET	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	MFI
34897	aIL10	36	wk36_PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	632	Wk24 Post-ATI PBMC CD3p CD4p TCM TOXpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TBET	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	MFI
34897	aIL10	36	wk36_PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	265	Wk24 Post-ATI PBMC CD3p CD8p TCM notToxpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD8p TCM notToxpIRF4p  TBET	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	MFI
34897	aIL10	36	wk36_PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	418	Wk24 Post-ATI PBMC CD3p CD8p TCM TOXpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD8p TCM TOXpIRF4p  TBET	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	MFI
34897	aIL10	36	wk36_PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3366	Wk24 Post-ATI PBMC CD3p CD8p TCF1pCD101p  BCL2	PBMC	Week 24 Post-ATI	CD3p CD8p TCF1pCD101p  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	MFI
34897	aIL10	36	wk36_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	2946	Wk24 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn  BCL2	PBMC	Week 24 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	MFI
34920	aIL10	12	wk12_LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2328	Wk0 Post-ATI LN CD3p CD4p notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p notToxpIRF4p  BCL2	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	MFI
34920	aIL10	12	wk12_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2311	Wk0 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
34920	aIL10	12	wk12_LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.2	Wk0 Post-ATI LN CD3p CD4p TCM IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD4p TCM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	%
34920	aIL10	12	wk12_LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	88.7	Wk0 Post-ATI LN CD3p CD8p TOXpIRF4p  KI67	LN	Week 0 Post-ATI	CD3p CD8p TOXpIRF4p  KI67	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	MFI
34920	aIL10	12	wk12_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	3138	Wk0 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
34920	aIL10	12	wk12_PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	2.07	Wk0 Post-ATI PBMC CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC	Week 0 Post-ATI	CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	%
34920	aIL10	12	wk12_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	945	Wk0 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETp  BCL2	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  BCL2	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	MFI
34920	aIL10	12	wk12_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3305	Wk0 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	MFI
34920	aIL10	12	wk12_PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	111	Wk0 Post-ATI PBMC CD3p CD8p TCF1nCD101n  KI67	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1nCD101n  KI67	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	MFI
34920	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	224	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p  IRF4	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p  IRF4	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	MFI
34920	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	291	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p  ID2	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	MFI
34920	aIL10	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	224	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	MFI
